Con,Grn,Lab,Lib,Nat,Oth,Ref,Prev_con,Prev_lab,Prev_lib,Prev_ref,Prev_nat,Prev_oth,Aged 15 years and under,Aged 16 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 years and over,Region,Total population,Latitude,Longitude
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.196249353336782,0.4871184687015,0.235618210036213,0.0,0.0,0.0810139679255044,0.193955579465109,0.101464033200123,0.199613818014141,0.207596833691977,0.1605056870581,0.13686404857055,South West,104096,51.42605745,-2.62583955031907
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.374690641494557,0.210582798572023,0.364156026194179,0.0,0.0,0.0505705337392408,0.160644635892161,0.0808795165230808,0.0978955038360979,0.172313659937422,0.221882902575972,0.266383781235266,Wales,93324,52.6928977,1.25648751941622
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.506865931249142,0.201904151599762,0.234585984345677,0.0,0.0,0.0566439328054195,0.197845340112346,0.0861453934150641,0.122575751363319,0.220129976628808,0.196687031038583,0.17661650744188,Wales,97556,51.3122439,0.0346366025843522
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.510080729493454,0.299242899569164,0.150541682352449,0.0,0.0,0.0401346885849332,0.182309468356472,0.0847927568232459,0.104160995331861,0.185878628393979,0.213574906990109,0.229283244104332,West Midlands,99183,52.3353816,-2.0597449
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.535134625803868,0.254010506230713,0.128147746813974,0.0,0.0,0.0827071211514452,0.197448174697628,0.0971926231398706,0.129814655927966,0.202577657228788,0.197134501305435,0.175832387700313,Eastern,108394,51.7465723,-0.0190782
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.356073501811357,0.426389070752041,0.157959058967308,0.0,0.0,0.0595783684692942,0.164731141853873,0.101482844692643,0.134577145999915,0.182415281127046,0.199623471675763,0.217170114650759,East Midlands,94546,52.9782566,-1.2170642
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.48198975128109,0.305386826646669,0.171428571428571,0.0,0.0,0.0411948506436695,0.210822273131757,0.0975538178995399,0.12264043773785,0.205928015601037,0.194208304144499,0.168847151485317,Wales,105634,51.9937391,-0.7364092
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.137493389740878,0.38282213996122,0.235854045478583,0.0,0.0,0.243830424819319,0.208866941115259,0.100919189798545,0.135286117221801,0.187726488548921,0.189022664828896,0.178178598486577,North West,109554,53.7907262,-2.2439196
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.372534193261425,0.423551651284332,0.125208495496497,0.0,0.0,0.0787056599577449,0.191884902826777,0.0969954945748282,0.14269845642534,0.191787151984786,0.198887417689348,0.17774657649892,Wales,112531,52.802742,-1.629917
0.3546666666666667,,0.2803333333333333,0.27416666666666667,,0.08650000000000001,,0.359155392812507,0.433398381827351,0.153265946017059,0.0,0.0,0.0541802793430832,0.1938657800095,0.0946984751693987,0.122025223199139,0.191452030360899,0.203375371998565,0.194583119262498,North West,103159,53.5803553,-2.410543
